woloxer_id,month,amount_of_messages,sentiment
U02RVHHFV,2017-01,154,0.39057278630000003
U02RVHHFV,2017-04,230,0.33386695380000003
U02RVHHFV,2017-03,105,0.5117557049
U02RVHHFV,2016-12,72,0.9570502043
U02RVHHFV,2017-06,78,0.3821908832
U02RVHHFV,2017-02,57,0.7823938131
U02RVHHFV,2017-07,23,0.7351371050000001
U02RVHHFV,2015-08,4,0.0524172001
U02RVHHFV,2016-06,70,0.41780290010000004
U02RVHHFV,2015-09,6,0.5952968001
U02RVHHFV,2015-03,5,0.5289526582
U02RVHHFV,2015-12,10,0.9743834734000001
U02RVHHFV,2016-02,2,0.1704020947
U02RVHHFV,2015-07,8,0.8992009759
U02RVHHFV,2016-04,23,0.2243340164
U02RVHHFV,2016-03,8,0.9452066422000001
U02RVHHFV,2015-11,23,0.6251280904000001
U02RVHHFV,2016-01,6,0.21622481940000002
U02RVHHFV,2015-05,9,0.2758963108
U02RVHHFV,2015-04,3,0.2443685234
U02RVHHFV,2015-10,10,0.1347637922
U02RVHHFV,2016-05,14,0.9800550938
U02RVHHFV,2015-06,2,0.7811309099
U3ANG8J92,2017-05,68,0.31794846060000004
U3ANG8J92,2017-02,40,0.1723601073
U3ANG8J92,2017-03,46,0.1995976418
U3ANG8J92,2017-01,7,0.4335018694
U3ANG8J92,2016-12,9,0.3085781336
U3ANG8J92,2017-04,108,0.059636473700000005
U3ANG8J92,2017-06,42,0.26461130380000003
U3ANG8J92,2017-07,3,0.9186193943000001
U02FRF0PQ,2017-05,99,0.5798004866
U02FRF0PQ,2015-01,104,0.7687300444
U02FRF0PQ,2016-10,81,0.2711780667
U02FRF0PQ,2015-02,72,0.2658891082
U02FRF0PQ,2014-12,28,0.1873057038
U02FRF0PQ,2016-07,74,0.1121723503
U02FRF0PQ,2014-10,62,0.2433489114
U02FRF0PQ,2016-09,66,0.653303802
U02FRF0PQ,2016-11,63,0.7747806907
U02FRF0PQ,2017-04,64,0.5149310231
U02FRF0PQ,2017-06,83,0.8725813031
U02FRF0PQ,2016-08,67,0.25070747730000004
U02FRF0PQ,2017-01,54,0.17049230640000002
U02FRF0PQ,2014-11,30,0.2107762843
U02FRF0PQ,2017-02,34,0.20471686120000002
U02FRF0PQ,2016-12,24,0.7510049343
U02FRF0PQ,2016-04,93,0.4701544046
U02FRF0PQ,2015-06,111,0.3284199834
U02FRF0PQ,2017-03,53,0.6847420931
U02FRF0PQ,2015-05,47,0.8824435472000001
U02FRF0PQ,2016-01,112,0.4336943626
U02FRF0PQ,2015-09,80,0.1958994865
U02FRF0PQ,2015-08,116,0.5329002738
U02FRF0PQ,2015-04,98,0.5332853198
U02FRF0PQ,2016-03,45,0.6003292799000001
U02FRF0PQ,2015-07,83,0.1481902599
U02FRF0PQ,2016-02,131,0.1690683514
U02FRF0PQ,2016-06,44,0.34235700960000004
U02FRF0PQ,2015-11,82,0.1089115813
U02FRF0PQ,2015-12,31,0.20678402480000002
U02FRF0PQ,2015-03,60,0.42503497
U02FRF0PQ,2015-10,100,0.6537995338
U02FRF0PQ,2016-05,36,0.1963744909
U02FRF0PQ,2014-08,4,0.2195890993
U02FRF0PQ,2017-07,8,0.1393608153
U02FRF0PQ,2014-09,3,0.5704695582
U02F7KUJM,2015-01,391,0.6332438588
U02F7KUJM,2016-10,432,0.8592940569
U02F7KUJM,2017-05,350,0.8363754153
U02F7KUJM,2014-10,252,0.5708936453
U02F7KUJM,2015-02,164,0.4623152614
U02F7KUJM,2017-06,486,0.8194164038
U02F7KUJM,2016-08,265,0.6604059339
U02F7KUJM,2014-12,225,0.5759031177
U02F7KUJM,2017-04,517,0.9205382466
U02F7KUJM,2016-07,569,0.4107182026
U02F7KUJM,2016-11,466,0.7408674359
U02F7KUJM,2016-12,517,0.886231482
U02F7KUJM,2017-01,757,0.4447803795
U02F7KUJM,2016-09,373,0.9738826752
U02F7KUJM,2014-11,187,0.3989392519
U02F7KUJM,2015-03,282,0.8402648568000001
U02F7KUJM,2015-11,257,0.7370681167
U02F7KUJM,2015-07,322,0.5237779021
U02F7KUJM,2015-10,390,0.7868383527
U02F7KUJM,2017-07,32,0.9601270556
U02F7KUJM,2016-06,176,0.6478404999
U02F7KUJM,2014-08,145,0.43956723810000004
U02F7KUJM,2016-05,234,0.7538076639
U02F7KUJM,2016-01,441,0.5152404904
U02F7KUJM,2015-06,295,0.6702231169
U02F7KUJM,2014-09,200,0.8527459502
U02F7KUJM,2015-05,267,0.6937186718
U02F7KUJM,2015-04,167,0.3223581612
U02F7KUJM,2016-04,538,0.5617246628
U02F7KUJM,2015-08,238,0.8224408627
U02F7KUJM,2015-09,254,0.7446169257
U02F7KUJM,2016-02,398,0.8961749077000001
U02F7KUJM,2016-03,415,0.8997786045
U02F7KUJM,2015-12,236,0.3853449821
U02F7KUJM,2017-02,157,0.8856250644
U02F7KUJM,2017-03,206,0.6768797040000001
U02F84UC5,2015-01,82,0.2643386424
U02F84UC5,2014-10,96,0.8388776183000001
U02F84UC5,2016-12,137,0.16691240670000002
U02F84UC5,2016-08,118,0.4989032149
U02F84UC5,2014-12,19,0.6564062834000001
U02F84UC5,2017-04,37,0.8756040931
U02F84UC5,2017-03,69,0.17361487450000002
U02F84UC5,2016-09,178,0.1147940457
U02F84UC5,2017-02,73,0.14321328700000002
U02F84UC5,2016-10,54,0.36029744150000004
U02F84UC5,2014-11,4,0.8642597198
U02F84UC5,2017-05,60,0.1786189377
U02F84UC5,2015-02,5,0.8045278788
U02F84UC5,2017-06,51,0.8835242987
U02F84UC5,2016-11,112,0.8376184106000001
U02F84UC5,2017-01,252,0.1774678081
U02F84UC5,2016-01,91,0.1464083344
U02F84UC5,2016-02,79,0.22787661850000002
U02F84UC5,2016-04,206,0.36918804050000004
U02F84UC5,2015-09,39,0.6431280375
U02F84UC5,2015-04,7,0.43962770700000003
U02F84UC5,2016-07,191,0.6625806093000001
U02F84UC5,2015-06,54,0.38619348410000004
U02F84UC5,2014-09,13,0.5854278803
U02F84UC5,2015-07,15,0.8250863552000001
U02F84UC5,2016-05,72,0.2260708958
U02F84UC5,2015-12,27,0.331481427
U02F84UC5,2017-07,14,0.4216123223
U02F84UC5,2015-03,14,0.9283430576
U02F84UC5,2016-03,71,0.4903302789
U02F84UC5,2016-06,61,0.4040607512
U02F84UC5,2014-08,3,0.6567845345000001
U02F84UC5,2015-10,29,0.8870702386
U02F84UC5,2015-05,33,0.5283959508
U02F84UC5,2015-11,13,0.8492066264
U02F84UC5,2015-08,16,0.8758925796
U21S7TRMG,2016-10,10,0.6008415818
U21S7TRMG,2016-11,16,0.037572313100000004
U21S7TRMG,2017-05,14,0.8963597417
U21S7TRMG,2017-03,9,0.4796962738
U21S7TRMG,2017-02,12,0.9724398255000001
U21S7TRMG,2016-09,15,0.7274001837
U21S7TRMG,2017-06,5,0.8774443269000001
U21S7TRMG,2017-04,2,0.1747350842
U21S7TRMG,2016-12,2,0.5907568336
U21S7TRMG,2017-01,2,0.8902442455
U02NMRMGW,2016-10,59,0.21542523800000002
U02NMRMGW,2014-10,22,0.0914716423
U02NMRMGW,2015-01,6,0.7064402699
U02NMRMGW,2016-12,66,0.1868763864
U02NMRMGW,2016-08,76,0.2084513903
U02NMRMGW,2014-11,7,0.1816640645
U02NMRMGW,2016-11,69,0.2084554434
U02NMRMGW,2016-09,86,0.2625810206
U02NMRMGW,2017-02,68,0.5006933212
U02NMRMGW,2017-04,104,0.3928567469
U02NMRMGW,2014-12,8,0.7765822411000001
U02NMRMGW,2017-06,97,0.5630162358
U02NMRMGW,2017-01,106,0.3189455867
U02NMRMGW,2017-03,125,0.6014057398
U02NMRMGW,2016-05,56,0.1069889292
U02NMRMGW,2016-07,52,0.5126976371
U02NMRMGW,2016-06,73,0.7208333015
U02NMRMGW,2017-05,104,0.4050189853
U02NMRMGW,2015-04,16,0.3853068054
U02NMRMGW,2015-11,31,0.14697495100000002
U02NMRMGW,2015-12,13,0.8836351037
U02NMRMGW,2015-03,9,0.45639991760000004
U02NMRMGW,2015-09,22,0.4309033155
U02NMRMGW,2015-10,64,0.2818735838
U02NMRMGW,2015-07,62,0.41855117680000004
U02NMRMGW,2015-05,24,0.2234691083
U02NMRMGW,2015-02,6,0.3316606581
U02NMRMGW,2016-01,18,0.9310795069000001
U02NMRMGW,2016-02,28,0.28352704640000004
U02NMRMGW,2016-03,23,0.2335132509
U02NMRMGW,2015-06,32,0.1458650082
U02NMRMGW,2016-04,51,0.5453103781
U02NMRMGW,2015-08,63,0.3297368586
U02NMRMGW,2017-07,26,0.0671550333
U02PQARFV,2016-10,10,0.5949046016
U02PQARFV,2015-01,13,0.5073547959
U02PQARFV,2017-01,8,0.022105433
U02PQARFV,2014-10,3,0.536075294
U02PQARFV,2016-08,4,0.09048057350000001
U02PQARFV,2016-09,19,0.2475447804
U02PQARFV,2015-02,1,0.3882837296
U02PQARFV,2014-12,2,0.9071339369
U02PQARFV,2016-11,1,0.2967953384
U02PQARFV,2016-07,3,0.5553655028
U02PQARFV,2017-06,3,0.8547039628
U02PQARFV,2016-01,7,0.0870592073
U02PQARFV,2015-12,6,0.9551717639
U02PQARFV,2015-11,4,0.1162050143
U02PQARFV,2016-05,4,0.890534997
U02PQARFV,2015-10,3,0.4485452473
U02PQARFV,2015-09,1,0.28964754940000004
U02PQARFV,2017-04,2,0.1506549567
U02PQARFV,2015-03,1,0.7193540335
U02PQARFV,2016-02,1,0.7202518582
U02PQARFV,2014-11,3,0.35880100730000003
U02PQARFV,2016-04,1,0.3248022497
U0MCTPPDL,2016-10,7,0.0423457026
U0MCTPPDL,2017-01,60,0.1338226646
U0MCTPPDL,2017-03,38,0.1922400296
U0MCTPPDL,2016-07,10,0.1094868407
U0MCTPPDL,2017-05,15,0.1195170209
U0MCTPPDL,2017-02,49,0.2202250212
U0MCTPPDL,2016-04,28,0.2282491177
U0MCTPPDL,2016-06,60,0.5124495029
U0MCTPPDL,2017-04,18,0.5611543655
U0MCTPPDL,2016-09,15,0.4116272628
U0MCTPPDL,2016-05,15,0.23255947230000001
U0MCTPPDL,2016-11,27,0.4044306874
U0MCTPPDL,2016-08,35,0.2797055244
U0MCTPPDL,2016-12,36,0.4317373633
U0MCTPPDL,2017-06,2,0.9924216866000001
U0MCTPPDL,2016-03,6,0.8714270592000001
U04TGFDMW,2016-10,18,0.22985279560000002
U04TGFDMW,2016-12,66,0.1539555639
U04TGFDMW,2017-04,48,0.8363301754
U04TGFDMW,2016-09,87,0.3466047645
U04TGFDMW,2016-08,111,0.5151050687000001
U04TGFDMW,2017-05,24,0.7556225061
U04TGFDMW,2016-07,135,0.8420805335
U04TGFDMW,2016-05,65,0.2936217785
U04TGFDMW,2017-02,119,0.2037682235
U04TGFDMW,2016-06,99,0.19825750590000002
U04TGFDMW,2017-01,64,0.47193512320000003
U04TGFDMW,2016-03,156,0.25785893200000004
U04TGFDMW,2017-03,37,0.8180008531
U04TGFDMW,2016-04,186,0.4231791794
U04TGFDMW,2016-11,33,0.566711843
U04TGFDMW,2017-06,26,0.8781152368
U04TGFDMW,2015-10,220,0.4270436168
U04TGFDMW,2015-09,182,0.3875188529
U04TGFDMW,2015-12,75,0.2669482529
U04TGFDMW,2016-02,255,0.2229051739
U04TGFDMW,2016-01,86,0.1152252629
U04TGFDMW,2015-08,234,0.1060464755
U04TGFDMW,2015-11,180,0.7700599432
U04TGFDMW,2015-06,10,0.3283149302
U04TGFDMW,2015-07,24,0.6145086884000001
U04TGFDMW,2017-07,7,0.7792941928
U02F920QW,2015-01,120,0.33213013410000003
U02F920QW,2016-10,93,0.6210091114
U02F920QW,2017-01,55,0.4320249557
U02F920QW,2014-10,108,0.6995038986000001
U02F920QW,2017-06,23,0.08065755670000001
U02F920QW,2016-07,192,0.7003589869
U02F920QW,2017-04,39,0.5638202429
U02F920QW,2017-03,50,0.7987659574
U02F920QW,2016-09,96,0.6081812382
U02F920QW,2017-02,61,0.5061985254
U02F920QW,2016-08,69,0.3699559867
U02F920QW,2014-11,66,0.44495752450000003
U02F920QW,2015-02,71,0.8328049779000001
U02F920QW,2016-12,97,0.47876229880000004
U02F920QW,2015-07,319,0.1293108761
U02F920QW,2015-10,214,0.5148293376
U02F920QW,2016-06,208,0.5870873928
U02F920QW,2015-06,221,0.2548515201
U02F920QW,2014-12,57,0.4282878935
U02F920QW,2016-05,113,0.5485557914
U02F920QW,2017-05,44,0.2227919847
U02F920QW,2014-09,48,0.6878449321
U02F920QW,2015-05,186,0.7363153100000001
U02F920QW,2015-11,159,0.2973526418
U02F920QW,2015-04,161,0.5931194425
U02F920QW,2015-08,204,0.3300107718
U02F920QW,2016-01,274,0.4728129804
U02F920QW,2015-09,132,0.5390015244
U02F920QW,2015-03,55,0.8849674463
U02F920QW,2016-02,136,0.8425039053000001
U02F920QW,2015-12,290,0.186671719
U02F920QW,2016-03,130,0.34217813610000003
U02F920QW,2016-04,104,0.1875280738
U02F920QW,2017-07,22,0.1323168427
U02F920QW,2016-11,22,0.9211136103
U08GSHMC7,2016-09,19,0.76562047
U08GSHMC7,2016-10,12,0.30444353820000003
U08GSHMC7,2017-01,36,0.1948519051
U08GSHMC7,2017-04,11,0.8598582149
U08GSHMC7,2016-11,26,0.39255657790000004
U08GSHMC7,2016-12,42,0.3360229731
U08GSHMC7,2017-02,24,0.15222007040000002
U08GSHMC7,2017-03,14,0.0741787255
U08GSHMC7,2017-05,19,0.1741549969
U08GSHMC7,2017-07,8,0.5739344358
U08GSHMC7,2016-07,25,0.5476861596
U08GSHMC7,2016-05,22,0.2759674489
U08GSHMC7,2016-08,21,0.0761065558
U08GSHMC7,2016-06,15,0.3254841566
U08GSHMC7,2017-06,5,0.4452815056
U08GSHMC7,2016-04,30,0.3958813846
U08GSHMC7,2016-01,1,0.44774013760000003
U08GSHMC7,2016-03,8,0.6319818497
U178NM80J,2016-10,18,0.8438988328
U178NM80J,2017-05,31,0.9573805928
U178NM80J,2017-07,9,0.634457469
U178NM80J,2017-06,31,0.8593925238000001
U178NM80J,2017-04,33,0.8750120997
U178NM80J,2017-02,20,0.9051583409
U178NM80J,2017-03,8,0.5393587947
U178NM80J,2016-08,3,0.9512684345
U178NM80J,2016-09,10,0.44600042700000003
U178NM80J,2017-01,9,0.35443934800000004
U178NM80J,2016-11,12,0.9417193532
U178NM80J,2016-07,3,0.771078229
U178NM80J,2016-06,4,0.427905798
U178NM80J,2016-12,5,0.9728654623
U178NM80J,2016-05,1,0.9782974124
U1X1AHL1J,2016-10,10,0.8075730205
U1X1AHL1J,2017-07,4,0.7634573579
U1X1AHL1J,2016-12,54,0.7118355036
U1X1AHL1J,2016-11,76,0.8013963699000001
U1X1AHL1J,2016-08,15,0.7935107946000001
U1X1AHL1J,2017-05,72,0.6844377518
U1X1AHL1J,2017-02,24,0.6149764061
U1X1AHL1J,2017-04,33,0.48902264240000004
U1X1AHL1J,2016-09,20,0.5260565281
U1X1AHL1J,2017-03,67,0.30424988270000003
U1X1AHL1J,2017-06,28,0.09415157140000001
U1X1AHL1J,2017-01,48,0.8504481912
U357T1U10,2017-01,53,0.6615394354
U357T1U10,2017-03,40,0.8424806595000001
U357T1U10,2017-02,46,0.0711557865
U357T1U10,2017-06,51,0.7677004933
U357T1U10,2017-05,84,0.3913121819
U357T1U10,2016-12,38,0.49035614730000004
U357T1U10,2017-04,50,0.6528832912
U357T1U10,2016-11,2,0.9795746803000001
U357T1U10,2017-07,9,0.0758841559
U3SMNRXSS,2017-01,72,0.25993418690000003
U3SMNRXSS,2017-03,214,0.8729424477000001
U3SMNRXSS,2017-04,159,0.6198609471000001
U3SMNRXSS,2017-02,314,0.6001550555
U3SMNRXSS,2017-05,127,0.33585590120000003
U3SMNRXSS,2017-06,91,0.09722349050000001
U3SMNRXSS,2017-07,15,0.3308633566
U0U5S0VBM,2017-01,59,0.6138308048000001
U0U5S0VBM,2016-09,56,0.8484975100000001
U0U5S0VBM,2017-03,87,0.7572677732
U0U5S0VBM,2016-10,35,0.44704279300000005
U0U5S0VBM,2016-12,37,0.4648794532
U0U5S0VBM,2017-06,188,0.5188464522
U0U5S0VBM,2017-05,162,0.5948760509000001
U0U5S0VBM,2016-07,34,0.0479678251
U0U5S0VBM,2017-04,95,0.7296923399
U0U5S0VBM,2017-02,91,0.7140532732
U0U5S0VBM,2016-04,24,0.32915902140000003
U0U5S0VBM,2016-08,15,0.4289490879
U0U5S0VBM,2017-07,21,0.09739109130000001
U0U5S0VBM,2016-11,15,0.5145276785
U0U5S0VBM,2016-03,3,0.1179564968
U0U5S0VBM,2016-05,4,0.5102834702
U0U5S0VBM,2016-06,8,0.1351382434
U0HJHSXU6,2017-01,56,0.4910845459
U0HJHSXU6,2016-12,8,0.7076271772
U0HJHSXU6,2017-02,37,0.7272204757
U0HJHSXU6,2017-03,30,0.8028294444
U0HJHSXU6,2016-07,14,0.0266579501
U0HJHSXU6,2016-08,11,0.5862802863000001
U0HJHSXU6,2016-09,5,0.2796009779
U0HJHSXU6,2017-04,28,0.3628571928
U0HJHSXU6,2017-05,17,0.3355332911
U0HJHSXU6,2016-05,7,0.8595526218
U0HJHSXU6,2016-06,9,0.43496334550000004
U0HJHSXU6,2016-02,36,0.1910161078
U0HJHSXU6,2016-03,12,0.7736167312000001
U0HJHSXU6,2017-06,12,0.9397035241
U0HJHSXU6,2016-10,5,0.3567672968
U0HJHSXU6,2016-04,6,0.9259412885
U0HJHSXU6,2016-11,4,0.8190711737
U0HJHSXU6,2017-07,3,0.38175660370000003
U0HJHSXU6,2016-01,1,0.2751605511
U0BSFGDQF,2017-05,61,0.3134683967
U0BSFGDQF,2016-10,35,0.5103926063
U0BSFGDQF,2016-12,157,0.2532612383
U0BSFGDQF,2017-06,97,0.325351119
U0BSFGDQF,2016-08,135,0.12614397700000002
U0BSFGDQF,2017-04,78,0.2083368301
U0BSFGDQF,2016-07,31,0.2625406682
U0BSFGDQF,2016-11,55,0.1813587844
U0BSFGDQF,2016-09,54,0.057378441100000004
U0BSFGDQF,2017-01,55,0.2336228341
U0BSFGDQF,2016-05,46,0.23579958080000002
U0BSFGDQF,2017-07,3,0.1871991158
U0BSFGDQF,2016-02,203,0.0256816093
U0BSFGDQF,2017-02,89,0.1328239143
U0BSFGDQF,2016-03,215,0.0785264373
U0BSFGDQF,2016-04,92,0.23812100290000002
U0BSFGDQF,2015-11,17,0.0214966387
U0BSFGDQF,2016-01,50,0.0361185707
U0BSFGDQF,2015-12,45,0.3211757541
U0BSFGDQF,2016-06,32,0.22515892980000002
U0BSFGDQF,2017-03,106,0.080348447
U0BSFGDQF,2015-10,95,0.0685228705
U02FU2WLB,2014-10,14,0.4780548215
U02FU2WLB,2015-02,5,0.19060315190000002
U02FU2WLB,2015-07,3,0.9215095043
U02FU2WLB,2015-04,4,0.2969308794
U02FU2WLB,2015-11,7,0.33856007460000004
U02FU2WLB,2015-06,5,0.3680862784
U02FU2WLB,2014-08,9,0.3263267577
U02FU2WLB,2015-10,3,0.7768346667
U02F83EKP,2014-10,20,0.4574485123
U02F83EKP,2015-01,1,0.6844834685
U02F83EKP,2016-10,2,0.3546854854
U02F83EKP,2015-07,41,0.8533461094
U02F83EKP,2016-02,12,0.3056764305
U02F83EKP,2015-05,58,0.73739779
U02F83EKP,2016-03,39,0.442525655
U02F83EKP,2015-12,43,0.8670990467
U02F83EKP,2015-10,9,0.9572516084
U02F83EKP,2016-01,33,0.2812889814
U02F83EKP,2016-04,4,0.2273443192
U02F83EKP,2015-08,47,0.5660540462
U02F83EKP,2015-06,61,0.45513978600000005
U02F83EKP,2015-11,21,0.38962447640000003
U02F83EKP,2014-09,2,0.8383626938000001
U02F83EKP,2014-08,6,0.6898247004
U02F83EKP,2014-11,4,0.6069415212
U02F83EKP,2016-08,1,0.5403346419
U02F83EKP,2016-05,27,0.5915513039
U02F83EKP,2016-11,3,0.1786843687
U02F83EKP,2015-04,11,0.5293266177
U02F83EKP,2017-01,2,0.8969989419000001
U02F83EKP,2015-03,5,0.680822134
U02F83EKP,2015-09,7,0.0568754114
U02F83EKP,2016-07,1,0.5339035988
U02F9BWLU,2015-02,14,0.1184331775
U02F9BWLU,2015-01,26,0.3158865273
U02F9BWLU,2014-11,5,0.5282505155
U02F9BWLU,2014-08,2,0.5667573214
U02F9BWLU,2015-10,9,0.8422894478
U02F9BWLU,2016-05,3,0.39994642140000003
U02F9BWLU,2016-03,5,0.8311151862
U02F9BWLU,2015-12,1,0.7017911673
U02F9BWLU,2016-02,9,0.7860108018
U02F9BWLU,2015-11,11,0.7500994802000001
U02F9BWLU,2016-09,1,0.9919106364
U02F9BWLU,2015-04,15,0.5012379885
U02F9BWLU,2015-09,3,0.4531701207
U02F9BWLU,2014-10,1,0.4070053697
U02F9BWLU,2015-03,2,0.38673147560000004
U02F9BWLU,2016-06,1,0.43528380990000004
U02F9BWLU,2015-08,3,0.8066843152000001
U02F9BWLU,2016-07,4,0.8360748887
U02F9BWLU,2016-04,5,0.9757545590000001
U02F9BWLU,2015-06,1,0.1001758724
U02F9BWLU,2016-01,4,0.8183095455
U02F9BWLU,2015-05,4,0.9606888294
U02F9BWLU,2014-09,4,0.2217257768
U02F9BWLU,2016-10,3,0.9391187429000001
U57FE7LR2,2017-06,10,0.6099466681
U57FE7LR2,2017-07,2,0.5630272031
U3M4E3GDU,2017-03,117,0.2713218331
U3M4E3GDU,2017-01,35,0.1081097126
U3M4E3GDU,2017-02,105,0.7197060585
U3M4E3GDU,2017-05,99,0.3994015157
U3M4E3GDU,2017-06,106,0.6427403092
U3M4E3GDU,2017-07,17,0.1638207436
U3M4E3GDU,2017-04,46,0.3368957937
U3SMQ81L6,2017-03,41,0.167575404
U3SMQ81L6,2017-01,43,0.7080298662000001
U3SMQ81L6,2017-04,45,0.17588351670000002
U3SMQ81L6,2017-02,46,0.378804028
U3SMQ81L6,2017-06,20,0.359774977
U3SMQ81L6,2017-05,23,0.8225911260000001
U1X1BJND6,2017-04,57,0.7788004279
U1X1BJND6,2017-03,9,0.7670236826
U1X1BJND6,2017-05,26,0.2802461386
U1X1BJND6,2017-02,22,0.9438533187
U1X1BJND6,2017-01,10,0.5914050341
U1X1BJND6,2017-06,12,0.3220543265
U1X1BJND6,2016-09,12,0.09561952200000001
U1X1BJND6,2016-11,13,0.9181103706
U1X1BJND6,2016-10,37,0.5015299320000001
U1X1BJND6,2017-07,8,0.7628014088
U21S5RNAU,2016-10,24,0.20672425630000002
U21S5RNAU,2017-01,7,0.6292370558
U21S5RNAU,2017-06,16,0.7447189689
U21S5RNAU,2017-04,12,0.6466031075
U21S5RNAU,2017-02,15,0.8938518763000001
U21S5RNAU,2017-07,1,0.0166341793
U21S5RNAU,2017-05,2,0.0336755514
U21S5RNAU,2016-11,2,0.8811094761
U21S5RNAU,2016-09,7,0.7803633213000001
U21S5RNAU,2017-03,2,0.3924099207
U21S5RNAU,2016-08,1,0.9698386192
U4STER0QH,2017-07,3,0.7161800861000001
U4STER0QH,2017-06,8,0.9284653068000001
U4STER0QH,2017-04,1,0.5633968115
U4STER0QH,2017-05,8,0.2661230564
U03DQNGCG,2017-01,48,0.8552700877
U03DQNGCG,2016-12,36,0.0444284156
U03DQNGCG,2016-07,7,0.1907417476
U03DQNGCG,2017-03,39,0.4790013731
U03DQNGCG,2017-06,19,0.7014332414000001
U03DQNGCG,2017-02,22,0.2542653382
U03DQNGCG,2017-05,27,0.064875707
U03DQNGCG,2015-01,2,0.2092483789
U03DQNGCG,2016-08,10,0.7138705254000001
U03DQNGCG,2016-09,11,0.28308534620000003
U03DQNGCG,2017-04,31,0.6905066967
U03DQNGCG,2016-05,8,0.2976787388
U03DQNGCG,2016-03,9,0.5797775388
U03DQNGCG,2016-02,2,0.47188097240000004
U03DQNGCG,2016-11,12,0.18202467260000002
U03DQNGCG,2016-04,12,0.8660725355000001
U03DQNGCG,2015-11,4,0.2543810308
U03DQNGCG,2015-08,6,0.5393636227
U03DQNGCG,2016-01,3,0.6992586851
U03DQNGCG,2015-06,1,0.9967679381000001
U03DQNGCG,2016-06,4,0.8071970344
U03DQNGCG,2016-10,15,0.4278367758
U03DQNGCG,2017-07,1,0.5633968115
U03DQNGCG,2015-12,8,0.8395323753
U03DQNGCG,2015-09,2,0.436204493
U03DQNGCG,2015-07,2,0.5561650395000001
U4LNHDQDS,2017-06,1,0.44027701020000004
U4LNHDQDS,2017-04,7,0.3630542457
U4LNHDQDS,2017-05,6,0.5224132538
U4TLJ102Z,2017-06,211,0.1801840812
U4TLJ102Z,2017-04,268,0.5082772374
U4TLJ102Z,2017-05,186,0.4190127254
U4TLJ102Z,2017-07,32,0.49794963000000003
U02PQ287T,2017-06,20,0.7117421031000001
U02PQ287T,2014-10,21,0.524649322
U02PQ287T,2014-11,3,0.1401604414
U02PQ287T,2017-07,6,0.6662381887000001
U02PQ287T,2017-05,32,0.6343295574000001
U02PQ287T,2017-02,19,0.8724636436000001
U02PQ287T,2017-01,14,0.5780096650000001
U02PQ287T,2017-04,6,0.9753984213
U02PQ287T,2017-03,25,0.9203690290000001
U02PQ287T,2015-07,8,0.6665974855
U02PQ287T,2015-10,11,0.7958046198000001
U02PQ287T,2015-09,13,0.7422513962
U02PQ287T,2016-09,7,0.8490856290000001
U02PQ287T,2015-11,22,0.8591120839
U02PQ287T,2015-12,11,0.5737167001
U02PQ287T,2016-01,9,0.5190162659
U02PQ287T,2016-02,11,0.4759326875
U02PQ287T,2015-04,5,0.4324038327
U02PQ287T,2015-06,6,0.48618683220000003
U02PQ287T,2016-06,3,0.5738034248
U02PQ287T,2016-04,21,0.736774981
U02PQ287T,2016-10,6,0.6990165114
U02PQ287T,2016-03,8,0.8441929817
U02PQ287T,2016-05,14,0.8588922024000001
U02PQ287T,2015-02,11,0.5251325369000001
U02PQ287T,2016-12,19,0.8108723760000001
U02PQ287T,2014-12,9,0.7609097958000001
U02PQ287T,2015-03,5,0.38715970520000004
U02PQ287T,2015-08,9,0.5683893561000001
U02PQ287T,2015-01,3,0.35398224
U02PQ287T,2016-07,1,0.3544371128
U02PQ287T,2016-11,3,0.2647964358
U02PQ287T,2015-05,2,0.1161326542
U48EZ7VDM,2017-03,17,0.7560344934000001
U48EZ7VDM,2017-05,63,0.1312165409
U48EZ7VDM,2017-07,5,0.161719799
U48EZ7VDM,2017-02,10,0.4946291149
U48EZ7VDM,2017-06,57,0.1498887986
U48EZ7VDM,2017-04,19,0.8048903942000001
U02HTDXAW,2015-01,20,0.15472842750000002
U02HTDXAW,2016-08,47,0.2160360217
U02HTDXAW,2014-12,6,0.7674612999
U02HTDXAW,2016-09,52,0.8172543645
U02HTDXAW,2015-07,25,0.35877978800000004
U02HTDXAW,2017-04,42,0.7228166461000001
U02HTDXAW,2016-05,7,0.7505423427
U02HTDXAW,2016-04,18,0.9099100232
U02HTDXAW,2016-02,37,0.8043007851
U02HTDXAW,2015-12,6,0.6848865747
U02HTDXAW,2015-11,17,0.8400527239000001
U02HTDXAW,2015-06,6,0.5430679917
U02HTDXAW,2017-01,34,0.9052920938000001
U02HTDXAW,2015-05,25,0.6616850495000001
U02HTDXAW,2017-03,16,0.6709879637
U02HTDXAW,2016-01,11,0.5194277763
U02HTDXAW,2017-05,172,0.5999726057
U02HTDXAW,2017-06,49,0.8933981061
U02HTDXAW,2017-02,12,0.3297001123
U02HTDXAW,2017-07,3,0.26296052340000003
U02HTDXAW,2016-10,17,0.7045627236
U02HTDXAW,2016-11,11,0.7983210087
U02HTDXAW,2016-06,12,0.46428605910000004
U02HTDXAW,2016-12,20,0.8967916965
U02HTDXAW,2015-10,11,0.9699142575
U02HTDXAW,2016-03,18,0.5242954493
U02HTDXAW,2014-10,3,0.9629461169
U02HTDXAW,2015-03,1,0.5407804251
