woloxer_id,month,amount_of_messages,sentiment
U02F8445P,2015-05,112,0.8641402125000001
U02F8445P,2015-03,25,0.5381779075
U02F8445P,2016-03,62,0.6250832081000001
U02F8445P,2015-10,88,0.3791551292
U02F8445P,2015-09,46,0.1771190912
U02F8445P,2014-11,24,0.41532140970000003
U02F8445P,2014-10,44,0.2595641017
U02F8445P,2015-02,20,0.1762086898
U02F8445P,2015-01,25,0.068460457
U02F8445P,2017-03,5,0.6603559256
U02F8445P,2016-08,38,0.7976579666
U02F8445P,2017-07,6,0.7117541432000001
U02F8445P,2016-11,14,0.8613863587
U02F8445P,2017-02,14,0.7929215431000001
U02F8445P,2017-06,2,0.8499165177
U02F8445P,2017-04,11,0.6526120901
U02F8445P,2017-05,1,0.9130784273
U02G1MSM6,2015-09,5,0.0357779302
U02G1MSM6,2017-04,3,0.7127273679
U02G1MSM6,2016-08,4,0.6798369288
U02G1MSM6,2015-10,9,0.2285986841
U02G1MSM6,2015-04,12,0.8235107660000001
U02G1MSM6,2015-03,7,0.6543846130000001
U02G1MSM6,2015-08,25,0.2835219204
U02G1MSM6,2016-06,2,0.8125945330000001
U02G1MSM6,2016-11,4,0.6265797019
U02G1MSM6,2015-11,2,0.7234492898
U02G1MSM6,2015-12,9,0.12115422640000001
U02G1MSM6,2017-06,2,0.7554493546000001
U02G1MSM6,2017-02,2,0.7554493546000001
U02G1MSM6,2017-03,1,0.7671359181
U02G1MSM6,2017-05,5,0.8209167123000001
U02G1MSM6,2016-02,2,0.9677890539
U02G1MSM6,2016-01,1,0.6251977086
U02G1MSM6,2016-10,1,0.49163949490000003
U02G1MSM6,2014-12,3,0.7613311410000001
U02G1MSM6,2016-09,5,0.1857537031
U02G1MSM6,2015-01,7,0.1653164029
U02G1MSM6,2015-02,3,0.42449247840000004
U02G1MSM6,2015-05,5,0.47272980210000004
U02G1MSM6,2015-06,10,0.0994690359
U02G1MSM6,2015-07,8,0.5876331925
U02G1MSM6,2016-07,7,0.7259995937
U02G1MSM6,2014-09,1,0.22252942620000002
U02G1MSM6,2014-10,3,0.2763339281
U02G1MSM6,2014-11,1,0.3907088637
U02G1MSM6,2016-03,8,0.0509693213
U02G1MSM6,2016-04,1,0.6586971283
U08FY6SNL,2016-04,29,0.4660620093
U08FY6SNL,2016-10,54,0.1128968447
U08FY6SNL,2016-11,46,0.6686674953
U08FY6SNL,2017-01,44,0.4423095882
U08FY6SNL,2016-09,70,0.3306881487
U08FY6SNL,2016-08,31,0.40126365420000004
U08FY6SNL,2016-07,50,0.16115245220000002
U08FY6SNL,2016-06,22,0.7005151510000001
U08FY6SNL,2016-03,37,0.7484560609
U08FY6SNL,2016-12,26,0.7260956168
U08FY6SNL,2016-02,25,0.40207177400000005
U08FY6SNL,2016-01,6,0.597196579
U08FY6SNL,2016-05,13,0.5004079342000001
U098CEPMJ,2016-04,179,0.8213890195
U098CEPMJ,2016-03,105,0.7580693364000001
U098CEPMJ,2015-11,113,0.7846984267
U098CEPMJ,2015-12,84,0.6774029136
U098CEPMJ,2016-01,77,0.705678761
U098CEPMJ,2016-02,214,0.6883589625000001
U098CEPMJ,2015-10,44,0.9250224829
U098CEPMJ,2015-09,14,0.4166157246
U098CEPMJ,2015-08,10,0.6893048882
U2265NBTK,2017-04,157,0.2397731394
U2265NBTK,2017-07,51,0.7978540659000001
U2265NBTK,2017-05,106,0.8292781115000001
U2265NBTK,2017-06,98,0.8417184949000001
U2265NBTK,2017-02,97,0.1349004507
U2265NBTK,2017-03,62,0.2680926621
U2265NBTK,2017-01,74,0.34516283870000003
U2265NBTK,2016-12,8,0.8051432371
U2265NBTK,2016-09,2,0.0807420164
U2265NBTK,2016-10,13,0.8932067156
U2265NBTK,2016-11,14,0.10834115
U47SLA5NG,2017-06,15,0.6335375309
U47SLA5NG,2017-05,22,0.5544270277000001
U47SLA5NG,2017-03,18,0.8905930519
U47SLA5NG,2017-04,46,0.36366924640000003
U47SLA5NG,2017-02,9,0.7402551770000001
U47SLA5NG,2017-07,1,0.577698946
U02NN8SR9,2016-11,129,0.7499468923
U02NN8SR9,2016-07,232,0.7052429318
U02NN8SR9,2016-10,74,0.5587891936
U02NN8SR9,2017-02,46,0.5037289262
U02NN8SR9,2016-09,135,0.4369910657
U02NN8SR9,2016-12,99,0.6403284073000001
U02NN8SR9,2017-05,36,0.7854496837
U02NN8SR9,2016-08,65,0.7145299911
U02NN8SR9,2017-03,16,0.08486256
U02NN8SR9,2016-06,278,0.7321813703000001
U02NN8SR9,2017-01,56,0.3028339744
U02NN8SR9,2016-02,91,0.35808345680000003
U02NN8SR9,2016-03,72,0.42982822660000003
U02NN8SR9,2016-01,67,0.4981725812
U02NN8SR9,2016-05,146,0.3186721504
U02NN8SR9,2016-04,133,0.36750546100000003
U02NN8SR9,2017-07,8,0.051004033500000004
U02NN8SR9,2017-06,20,0.4440530837
U02NN8SR9,2015-12,39,0.4747278988
U02NN8SR9,2015-11,62,0.48882475500000006
U02NN8SR9,2015-10,51,0.2613779008
U02NN8SR9,2015-03,19,0.9261450768
U02NN8SR9,2015-06,21,0.7242611647
U02NN8SR9,2015-09,27,0.8744981885
U02NN8SR9,2014-11,4,0.8562291861
U02NN8SR9,2015-05,27,0.7371384501
U02NN8SR9,2015-02,67,0.7058070898000001
U02NN8SR9,2015-07,17,0.9724693894
U02NN8SR9,2015-08,22,0.7151250839000001
U02NN8SR9,2015-01,19,0.98654145
U02NN8SR9,2017-04,30,0.4690286219
U02NN8SR9,2015-04,27,0.2980770767
U02NN8SR9,2014-12,5,0.8945693374
U02NN8SR9,2014-10,1,0.9869296551000001
U041US7DS,2016-08,47,0.32167747620000003
U041US7DS,2016-12,41,0.7352030277
U041US7DS,2016-09,79,0.32699638610000004
U041US7DS,2016-11,11,0.3026441038
U041US7DS,2017-01,16,0.7760998607
U041US7DS,2016-02,36,0.3802806139
U041US7DS,2015-10,97,0.5261681676000001
U041US7DS,2016-01,15,0.33911320570000003
U041US7DS,2015-11,73,0.2630064189
U041US7DS,2015-12,48,0.18871378900000002
U041US7DS,2016-10,16,0.5564968586
U041US7DS,2015-09,14,0.23681186140000002
U041US7DS,2015-07,14,0.5828877687
U041US7DS,2015-08,45,0.4999275506
U041US7DS,2015-05,1,0.2567538321
U042NN0NK,2016-05,37,0.7127202749
U042NN0NK,2016-10,38,0.3457261622
U042NN0NK,2016-08,78,0.8156834245
U042NN0NK,2017-01,91,0.045973748
U042NN0NK,2016-12,58,0.7350410223
U042NN0NK,2016-11,56,0.8385103941000001
U042NN0NK,2017-02,81,0.3054090142
U042NN0NK,2017-03,44,0.9229727983
U042NN0NK,2016-06,26,0.6695278287
U042NN0NK,2016-03,66,0.6893186569
U042NN0NK,2016-04,119,0.6449248791000001
U042NN0NK,2016-07,15,0.5170408487
U042NN0NK,2015-12,14,0.6079024076
U042NN0NK,2017-05,54,0.105026722
U042NN0NK,2017-06,27,0.2026979327
U042NN0NK,2016-09,43,0.34418776630000003
U042NN0NK,2016-02,110,0.5326007009
U042NN0NK,2015-11,19,0.8178663254
U042NN0NK,2016-01,3,0.9026911259
U042NN0NK,2017-04,42,0.800727725
U042NN0NK,2017-07,31,0.5744453669
U042NN0NK,2015-09,8,0.2142815143
U042NN0NK,2015-08,15,0.16893117130000002
U042NN0NK,2015-10,24,0.24008068440000002
U0A8TA2GP,2016-05,34,0.0354507938
U0A8TA2GP,2016-10,21,0.0764407814
U0A8TA2GP,2016-08,13,0.10306891800000001
U0A8TA2GP,2016-06,101,0.2057258338
U0A8TA2GP,2016-07,31,0.482784301
U0A8TA2GP,2016-09,6,0.3813631833
U0A8TA2GP,2016-02,10,0.7421161532
U0A8TA2GP,2016-03,17,0.2827165425
U0A8TA2GP,2016-04,24,0.1125786379
U0A8TA2GP,2015-11,1,0.2460190505
U42563T0E,2017-06,17,0.3096071482
U42563T0E,2017-04,12,0.6643337011
U42563T0E,2017-03,6,0.37720376250000004
U42563T0E,2017-05,8,0.0106237885
U0QSGQCK1,2016-05,32,0.4391686618
U0QSGQCK1,2016-04,64,0.2807747722
U0QSGQCK1,2016-03,12,0.40572431680000004
U0B26DRS9,2015-11,9,0.24268865590000002
U0B26DRS9,2016-02,16,0.3915044367
U0B26DRS9,2016-05,40,0.35408729310000003
U0B26DRS9,2016-04,17,0.7401370406000001
U0B26DRS9,2016-03,2,0.0417126156
U11H71LUS,2016-08,48,0.6948722601
U11H71LUS,2016-05,18,0.0526607558
U11H71LUS,2016-07,62,0.8616909981
U11H71LUS,2016-06,10,0.4082148075
U11H71LUS,2016-04,4,0.8094853759
USLACKBOT,2016-07,70,0.6312884688
USLACKBOT,2016-11,30,0.833093822
USLACKBOT,2017-04,70,0.9055496454
USLACKBOT,2017-05,120,0.9071027637
USLACKBOT,2016-10,31,0.8342727423
USLACKBOT,2016-06,21,0.8624597192000001
USLACKBOT,2016-08,36,0.8396883607000001
USLACKBOT,2016-12,31,0.8342727423
USLACKBOT,2017-03,72,0.9053424597
USLACKBOT,2017-06,125,0.8920927048
USLACKBOT,2016-09,30,0.833093822
USLACKBOT,2017-02,59,0.89659518
USLACKBOT,2017-01,36,0.8425536752
USLACKBOT,2017-07,16,0.7986694574000001
U0R0CJE1Z,2016-09,14,0.19190481310000002
U0R0CJE1Z,2016-12,13,0.3473068476
U0R0CJE1Z,2016-10,7,0.024488749
U0R0CJE1Z,2017-04,7,0.0057134898
U0R0CJE1Z,2017-05,12,0.34816184640000003
U0R0CJE1Z,2017-02,6,0.0198480673
U0R0CJE1Z,2017-01,27,0.8113253117
U0R0CJE1Z,2016-11,13,0.6977884769
U0R0CJE1Z,2017-03,8,0.5643134713
U0R0CJE1Z,2016-07,2,0.8504624963
U0R0CJE1Z,2016-08,10,0.8002573848000001
U0R0CJE1Z,2017-06,3,0.1834241301
U0R0CJE1Z,2016-06,2,0.5464218259
U1EE0AF0X,2016-09,18,0.6909530759
U1EE0AF0X,2016-11,21,0.10363253950000001
U1EE0AF0X,2016-12,31,0.20494198800000002
U1EE0AF0X,2016-07,12,0.4717852175
U1EE0AF0X,2017-04,144,0.4278426468
U1EE0AF0X,2016-10,14,0.9873788357000001
U1EE0AF0X,2017-07,42,0.7940266728
U1EE0AF0X,2017-03,64,0.7253991365
U1EE0AF0X,2017-02,54,0.6010164618
U1EE0AF0X,2017-05,146,0.7958449721
U1EE0AF0X,2017-01,43,0.8592045903000001
U1EE0AF0X,2017-06,190,0.8288131356
U1EE0AF0X,2016-08,10,0.43816640970000004
U02FQLM2P,2016-09,56,0.7549231052
U02FQLM2P,2017-02,52,0.5402315259
U02FQLM2P,2016-10,72,0.4497255087
U02FQLM2P,2016-12,25,0.059329465000000005
U02FQLM2P,2016-11,118,0.611717999
U02FQLM2P,2017-01,47,0.5469698906
U02FQLM2P,2017-03,12,0.9421852231000001
U02FQLM2P,2016-01,152,0.14899066090000002
U02FQLM2P,2014-08,18,0.0308990981
U02FQLM2P,2015-11,181,0.0587525032
U02FQLM2P,2015-12,130,0.3442860842
U02FQLM2P,2016-02,94,0.0866283327
U02FQLM2P,2016-05,83,0.3840507567
U02FQLM2P,2016-07,66,0.0707179904
U02FQLM2P,2016-06,88,0.2922272086
U02FQLM2P,2016-03,29,0.678245604
U02FQLM2P,2016-08,70,0.7454097271
U02FQLM2P,2015-10,31,0.043332032900000005
U02FQLM2P,2016-04,16,0.263774395
U02FQLM2P,2014-10,2,0.8858429193
U02FQLM2P,2015-09,7,0.0179273654
U02FQLM2P,2015-05,22,0.718221426
U02FQLM2P,2014-11,10,0.1339109987
U02FQLM2P,2017-06,2,0.5201262236
U02FQLM2P,2015-04,46,0.4262955189
U02FQLM2P,2017-04,6,0.8061150908
U02FQLM2P,2017-05,4,0.5938090682
U02FQLM2P,2017-07,1,0.9669454694
U02FQLM2P,2015-07,12,0.7906100154
U02FQLM2P,2015-06,2,0.5655682087
U0KUU2MEZ,2017-06,18,0.8682458401
U0KUU2MEZ,2016-09,9,0.8043936491
U0KUU2MEZ,2017-04,14,0.5817703009
U0KUU2MEZ,2017-05,12,0.8998179436
U0KUU2MEZ,2016-03,5,0.6413568258
U0KUU2MEZ,2016-11,17,0.8844299912
U0KUU2MEZ,2016-07,17,0.8781362176
U0KUU2MEZ,2016-08,4,0.7863314152
U0KUU2MEZ,2016-05,2,0.5386197567000001
U0KUU2MEZ,2017-02,1,0.832085669
U0KUU2MEZ,2016-10,14,0.9369502068000001
U0KUU2MEZ,2016-04,3,0.4409056008
U0KUU2MEZ,2017-03,4,0.4120028019
U0KUU2MEZ,2016-06,5,0.7571877837000001
U0KUU2MEZ,2016-02,15,0.5365772247
U0KUU2MEZ,2016-12,5,0.7293160558
U0KUU2MEZ,2017-07,1,0.5821461678000001
U4E5BTBM0,2017-05,67,0.09279486540000001
U4E5BTBM0,2017-03,21,0.343582958
U4E5BTBM0,2017-06,90,0.4438545108
U4E5BTBM0,2017-07,4,0.5261625648
U4E5BTBM0,2017-04,5,0.1734366864
U03S6TL41,2017-07,2,0.8932124972000001
U03S6TL41,2017-02,5,0.7119858265
U03S6TL41,2015-12,9,0.7103737593
U03S6TL41,2016-07,2,0.0191440824
U03S6TL41,2016-02,6,0.12203233690000001
U03S6TL41,2016-03,13,0.1197663099
U03S6TL41,2017-03,18,0.057541254900000005
U03S6TL41,2017-04,16,0.0848133788
U03S6TL41,2015-11,14,0.2126057148
U03S6TL41,2016-04,9,0.3650565445
U03S6TL41,2016-05,2,0.2719131112
U03S6TL41,2015-10,1,0.33405706290000003
U03S6TL41,2017-05,5,0.2489647567
U03S6TL41,2015-09,5,0.6574134231000001
U03S6TL41,2016-11,2,0.8117994070000001
U03S6TL41,2016-09,6,0.36151120070000003
U03S6TL41,2016-10,3,0.0738666952
U03S6TL41,2017-06,1,0.6505445242
U03S6TL41,2016-08,1,0.7198159695
U1976AN7R,2016-10,9,0.5254939795
U1976AN7R,2017-01,14,0.3975327611
U1976AN7R,2017-04,11,0.46899339560000003
U1976AN7R,2017-03,23,0.11885169150000001
U1976AN7R,2017-02,9,0.7711553574000001
U1976AN7R,2016-07,9,0.0220340062
U1976AN7R,2016-06,6,0.0222952478
U1976AN7R,2016-11,4,0.6795387864
U1976AN7R,2017-05,15,0.4186609685
U1976AN7R,2016-09,4,0.9815060496
U1976AN7R,2016-08,5,0.4045659602
U1976AN7R,2016-12,1,0.9973085523
U1976AN7R,2017-06,4,0.49816551800000003
U1976AN7R,2017-07,4,0.8764485121000001
U04F4193U,2017-05,6,0.4855936468
U04F4193U,2016-09,3,0.6093664765
U04F4193U,2017-06,6,0.5428304672
U04F4193U,2017-04,12,0.6359040141
U04F4193U,2017-02,2,0.8344662786
U04F4193U,2016-11,1,0.5161783099
U04F4193U,2017-03,6,0.7216535807000001
U04F4193U,2016-12,2,0.7607021332
U04F4193U,2016-10,4,0.8946428299
U04F4193U,2016-03,1,0.8098083735
U04F4193U,2016-05,1,0.3623098135
U04F4193U,2015-11,1,0.8742015958
U04F4193U,2016-04,2,0.170166865
U04F4193U,2016-07,3,0.0874872357
U04F4193U,2016-06,1,0.8316138387
U474A7AAD,2017-04,141,0.0605005734
U474A7AAD,2017-05,26,0.1923932582
U474A7AAD,2017-03,102,0.1395734996
U474A7AAD,2017-02,29,0.8075581193
U2MUJBPHD,2017-01,5,0.52710706
U2MUJBPHD,2017-04,10,0.4923103452
U2MUJBPHD,2017-02,5,0.9295205474
U2MUJBPHD,2016-11,2,0.6073839664
U2MUJBPHD,2017-03,9,0.1368868053
U2MUJBPHD,2017-05,8,0.9728191495
U2MUJBPHD,2017-06,1,0.9524511695000001
U0BSFSE8P,2016-03,6,0.6905499101
U0BSFSE8P,2016-05,21,0.3190477788
U0BSFSE8P,2016-04,23,0.046039138
U0BSFSE8P,2016-06,29,0.2180958539
U0BSFSE8P,2016-07,32,0.2601891458
U0BSFSE8P,2015-11,1,0.7151672244
U2D522CUT,2017-04,8,0.6991680861
U2D522CUT,2017-02,6,0.9761116505
U2D522CUT,2017-06,9,0.9961136580000001
U2D522CUT,2017-01,1,0.5633968115
U2D522CUT,2016-11,7,0.9423874021
U2D522CUT,2016-12,4,0.9824216962000001
U2D522CUT,2016-10,2,0.9205086827000001
U2D522CUT,2016-09,1,0.8631675839
U2D522CUT,2017-05,14,0.49896252160000004
U2D522CUT,2017-03,6,0.9075232148
U1C2DR138,2017-01,20,0.6950407624
U1C2DR138,2017-03,5,0.6445299387
U1C2DR138,2017-02,3,0.6233213544
U1C2DR138,2016-08,11,0.9545524716
U1C2DR138,2016-07,10,0.8443316817000001
U1C2DR138,2016-12,18,0.9601363540000001
U1C2DR138,2016-10,17,0.6383901834
U1C2DR138,2017-06,10,0.9258793592000001
U1C2DR138,2016-09,3,0.975720346
U1C2DR138,2017-05,3,0.4931906164
U1C2DR138,2016-11,4,0.659365654
U1C2DR138,2017-04,3,0.7607474327
U2YGBG8Q0,2017-06,3,0.5574375987
U2YGBG8Q0,2017-04,10,0.9151922464000001
U2YGBG8Q0,2017-03,2,0.4194402695
U2YGBG8Q0,2017-01,13,0.4689964056
U2YGBG8Q0,2016-11,1,0.9014388323
U2YGBG8Q0,2016-12,1,0.8244406581
U2YGBG8Q0,2017-02,1,0.9832232594
U2YGBG8Q0,2017-05,3,0.7932673097
U50N4H5P0,2017-04,3,0.9829699397
U50N4H5P0,2017-05,57,0.8222603798
U50N4H5P0,2017-06,51,0.9770953655000001
U50N4H5P0,2017-07,8,0.6245729923000001
U40PC2SU8,2017-06,15,0.16802322860000002
U40PC2SU8,2017-03,13,0.22790285940000002
U40PC2SU8,2017-02,15,0.4392716289
U40PC2SU8,2017-05,19,0.4549815357
U40PC2SU8,2017-04,15,0.1541705281
U40PC2SU8,2017-07,2,0.0238682963
U1EPYJSKE,2017-02,13,0.9252303243000001
U1EPYJSKE,2017-06,17,0.8264455199
U1EPYJSKE,2016-06,4,0.9793521166
U1EPYJSKE,2017-01,14,0.837585032
U1EPYJSKE,2016-12,13,0.9040459991
U1EPYJSKE,2017-05,19,0.8912950158
U1EPYJSKE,2016-07,3,0.6367419362
U1EPYJSKE,2016-10,18,0.2566677332
U1EPYJSKE,2017-04,14,0.5048953891
U1EPYJSKE,2016-11,9,0.8492729068
U1EPYJSKE,2016-09,8,0.8429630399
U1EPYJSKE,2017-03,8,0.7050412297
U1EPYJSKE,2016-08,8,0.8661037087000001
U425LES6B,2017-02,5,0.8376800418
U425LES6B,2017-06,5,0.364700228
U425LES6B,2017-04,5,0.2921512127
U425LES6B,2017-05,5,0.9582211971000001
U3RV18TK5,2017-06,2,0.6326862574000001
U3RV18TK5,2017-04,1,0.976544857
U41EN0DMG,2017-06,4,0.5502493382
U41EN0DMG,2017-07,3,0.7130255103
U41EN0DMG,2017-04,1,0.5407804251
U41EN0DMG,2017-02,3,0.8808032870000001
U4THZUB4J,2017-06,13,0.9649419785000001
U4THZUB4J,2017-05,12,0.9706876278000001
U4THZUB4J,2017-07,1,0.8770458102
U4THZUB4J,2017-04,3,0.2913639545
U5PGB6W7Q,2017-06,23,0.0519575067
U5PGB6W7Q,2017-07,1,0.9573085904
U02F6RVFM,2015-11,17,0.6032186151000001
U02F6RVFM,2015-03,5,0.3565487862
U02F6RVFM,2016-02,21,0.9687926769
U02F6RVFM,2017-01,4,0.7002868056
U02F6RVFM,2015-01,13,0.3686710298
U02F6RVFM,2016-01,11,0.9847064018
U02F6RVFM,2015-09,14,0.2228088826
U02F6RVFM,2015-10,8,0.6706048250000001
U02F6RVFM,2015-06,11,0.3796914518
U02F6RVFM,2015-07,7,0.4336801469
U02F6RVFM,2015-05,23,0.6475082040000001
U02F6RVFM,2015-12,17,0.6581104398000001
U02F6RVFM,2017-06,12,0.8067111373
U02F6RVFM,2017-07,8,0.6392430067
U02F6RVFM,2017-05,1,0.3479537368
U02F6RVFM,2016-10,5,0.9933097363000001
U02F6RVFM,2017-04,2,0.7288171649
U02F6RVFM,2016-05,2,0.7708820701
U02F6RVFM,2016-09,7,0.9604327679
U02F6RVFM,2016-04,3,0.2464194745
U02F6RVFM,2015-02,2,0.4074243307
U02F6RVFM,2015-04,3,0.6237130761
U02F6RVFM,2015-08,7,0.49357429150000004
U02F6RVFM,2014-08,2,0.8104746342
U02F6RVFM,2016-03,3,0.919226706
U02F6RVFM,2017-03,4,0.9870765805
U02F6RVFM,2017-02,1,0.7796487808
U02F6RVFM,2016-12,1,0.7038578987
U03NH6YCJ,2016-01,48,0.860360682
U03NH6YCJ,2015-11,4,0.9887586236
U03NH6YCJ,2016-02,21,0.5737107396000001
U03NH6YCJ,2015-12,5,0.7360110283
U03NH6YCJ,2016-08,11,0.9464814067
U03NH6YCJ,2017-06,3,0.8783716559
U03NH6YCJ,2017-05,4,0.861897707
U03NH6YCJ,2016-09,32,0.5058358312
U03NH6YCJ,2016-04,22,0.6348246932
U03NH6YCJ,2016-03,16,0.6207232475000001
U03NH6YCJ,2016-05,3,0.7655916214
U03NH6YCJ,2017-04,4,0.7797812223
U03NH6YCJ,2015-05,1,0.8665659428
U03NH6YCJ,2015-06,1,0.8342048526
U03NH6YCJ,2016-07,7,0.7334805727
U03NH6YCJ,2015-08,14,0.5208922625
U03NH6YCJ,2015-10,18,0.8529094458
U03NH6YCJ,2017-01,1,0.3064433038
U03NH6YCJ,2016-06,3,0.8910077214000001
U03NH6YCJ,2016-10,6,0.3203309476
U09J6K1LK,2016-05,183,0.4003629386
U09J6K1LK,2016-07,39,0.6754208803
U09J6K1LK,2016-06,107,0.5954632163
U09J6K1LK,2016-04,99,0.8262394071
U09J6K1LK,2016-01,109,0.6329134703
U09J6K1LK,2016-02,86,0.6286087036
U09J6K1LK,2016-03,18,0.8244373798
U09J6K1LK,2015-11,24,0.31151810290000004
U09J6K1LK,2015-09,10,0.039141476200000004
U09J6K1LK,2015-10,22,0.3899825811
U09J6K1LK,2015-08,3,0.7215329409
U09J6K1LK,2015-12,1,0.9783641696
U02NT6D4M,2015-11,40,0.7931928039
U02NT6D4M,2015-02,4,0.6932856441
U02NT6D4M,2015-08,8,0.760181427
U02NT6D4M,2014-10,5,0.3081243634
U02NT6D4M,2017-02,1,0.6866697073
U02NT6D4M,2016-02,58,0.7061076164
U02NT6D4M,2016-06,5,0.4133790731
U02NT6D4M,2016-09,4,0.7624033689
U02NT6D4M,2015-09,12,0.6740640402
U02NT6D4M,2015-10,24,0.4877994955
U02NT6D4M,2016-01,50,0.5953397751
U02NT6D4M,2015-12,25,0.4840317369
U02NT6D4M,2015-05,3,0.9938157797
U02NT6D4M,2016-07,12,0.7343603969
U02NT6D4M,2015-03,5,0.7647812963
U02NT6D4M,2015-04,27,0.5608866811000001
U02NT6D4M,2014-11,1,0.9838883281
U02NT6D4M,2015-06,4,0.6356500983000001
U02NT6D4M,2015-07,1,0.5685101748
U02NT6D4M,2014-12,1,0.8825985789
U02NT6D4M,2016-05,13,0.6230637431
U02NT6D4M,2016-10,20,0.6931777596
U02NT6D4M,2017-06,3,0.9072909951
U02NT6D4M,2016-03,2,0.7882837057000001
U02NT6D4M,2016-08,5,0.7027522326
U02NT6D4M,2016-04,5,0.7274811864
U02NT6D4M,2016-12,1,0.4178932011
U02NT6D4M,2016-11,7,0.6579287648000001
U02NT6D4M,2017-03,3,0.9694010615
U02NT6D4M,2017-04,2,0.4341457486
U02NT6D4M,2017-01,1,0.7448289394000001
U3GGEA0TU,2017-05,73,0.2370119095
U3GGEA0TU,2017-02,43,0.2919971943
U3GGEA0TU,2017-01,29,0.31557622550000003
U3GGEA0TU,2017-03,42,0.5189933777
U3GGEA0TU,2016-12,5,0.9844239950000001
U3GGEA0TU,2017-04,78,0.686011374
U3GGEA0TU,2017-06,79,0.7576694489
U3GGEA0TU,2017-07,2,0.23050192
U0CNPE943,2015-12,180,0.5040568113
U0CNPE943,2015-11,94,0.8581346273
U0CNPE943,2016-01,41,0.3172980845
U0CNPE943,2015-10,64,0.1684649736
U0CNPE943,2016-02,48,0.5930664539
U0CNPE943,2016-07,35,0.5316767097
U0CNPE943,2016-03,13,0.6217237711
U0CNPE943,2016-04,15,0.1104578972
U0CNPE943,2016-05,20,0.8731768727
U0CNPE943,2016-08,8,0.5448001027
U0KV04G22,2016-04,109,0.141738221
U0KV04G22,2016-03,15,0.4448704123
U0KV04G22,2016-05,18,0.08068966870000001
U0KV04G22,2016-02,1,0.5998595953
U129WAQP7,2016-09,5,0.9606604576000001
U129WAQP7,2016-08,32,0.4247728586
U129WAQP7,2016-07,5,0.2482180297
U129WAQP7,2016-05,4,0.8927828074
U129WAQP7,2016-06,4,0.0033867771
U02FRLJDE,2015-08,2,0.8363735080000001
U02FRLJDE,2015-06,3,0.49456325170000004
U02FRLJDE,2016-02,3,0.5104904771000001
U02FRLJDE,2016-03,2,0.9872394204
U02FRLJDE,2016-05,3,0.36638566850000004
U02FRLJDE,2015-10,1,0.9222491384
U02FRLJDE,2016-04,1,0.9783354402000001
U08GSNAG3,2016-07,18,0.0758651197
U08GSNAG3,2015-11,7,0.1148659959
U08GSNAG3,2016-05,27,0.1266142577
U08GSNAG3,2015-12,1,0.6291935444
U08GSNAG3,2016-10,7,0.2394521236
U08GSNAG3,2016-01,6,0.5805286169
U08GSNAG3,2015-10,11,0.2023638636
U08GSNAG3,2016-02,1,0.6289847493
U08GSNAG3,2016-06,4,0.5067686439
U08GSNAG3,2016-04,9,0.5073628426
U08GSNAG3,2016-08,8,0.1235554442
U08GSNAG3,2016-03,5,0.4549188912
U08GSNAG3,2016-09,3,0.046707812700000004
U3GG5RK9Q,2017-04,413,0.2131131142
U3GG5RK9Q,2017-06,668,0.5986844301
U3GG5RK9Q,2017-03,409,0.2998227477
U3GG5RK9Q,2017-02,239,0.48971703650000004
U3GG5RK9Q,2017-05,467,0.5546016693
U3GG5RK9Q,2017-07,86,0.3435156345
U3GG5RK9Q,2017-01,284,0.154351905
U3GG5RK9Q,2016-12,21,0.11538171770000001
U0XP8MKV4,2016-05,12,0.46912589670000004
U0XP8MKV4,2016-08,3,0.1095518023
U0XP8MKV4,2016-07,6,0.5636813641
U0XP8MKV4,2016-04,23,0.1857995391
U0XP8MKV4,2016-06,1,0.3609259427
U02FQQX4B,2016-02,18,0.7672333121
U02FQQX4B,2016-01,17,0.6838368177
U02FQQX4B,2016-03,10,0.5342629552
U02FQQX4B,2015-11,35,0.6355731487
U02FQQX4B,2015-01,4,0.9397057295000001
U02FQQX4B,2015-12,15,0.6373390555
U02FQQX4B,2015-02,2,0.5255986452
U02FQQX4B,2016-05,2,0.4556018412
U02FQQX4B,2015-04,9,0.7610529661000001
U02FQQX4B,2016-04,5,0.1952558309
U02FQQX4B,2015-06,2,0.9841226339
U0HEACK6D,2016-01,128,0.1312116385
U0XMZGYKV,2016-04,1,0.8046237230000001
U5N2D4E2U,2017-07,13,0.6187471151
U5N2D4E2U,2017-06,18,0.9376678467
U03NE26RG,2017-03,16,0.4094251692
U03NE26RG,2017-02,23,0.4262752831
U03NE26RG,2016-02,53,0.2268373817
U03NE26RG,2016-04,26,0.3875539005
U03NE26RG,2016-05,8,0.0316137746
U03NE26RG,2016-03,67,0.8547614813000001
U03NE26RG,2016-12,6,0.3125711083
U03NE26RG,2016-10,12,0.9281944633
U03NE26RG,2015-07,1,0.2276237905
U03NE26RG,2015-12,1,0.1437985599
U03NE26RG,2017-01,35,0.40995061400000005
U03NE26RG,2016-11,4,0.9934725165
U03NE26RG,2016-09,17,0.9150079489
U03NE26RG,2016-06,10,0.2322858274
U03NE26RG,2016-08,22,0.8487875462000001
U03NE26RG,2016-01,5,0.6031674743000001
U03NE26RG,2016-07,8,0.2926451266
U5FL36TCY,2017-05,2,0.9859061241
U1EP8TVN1,2016-06,4,0.6282425523
U02F84QRD,2014-09,7,0.9740778208
